Category_Character;Category_Name;Group_Number;Group_Name;Disease;OMIM;OMIM.link;HPO.link;Gene;Function;Incidence;Artefact disclaimer;Metabolite;HMDB.code;HMDB.link;M/z;Isobaric_compounds;Isobaric_Compounds_Names;Biomarker_PathwayPosition_BodyFluid;Biomarker_PathwayPosition_BodyFluid_Weight;Change;Change_Weight;Importance;Importance_Weight;Total_Weight;Absolute_Weight;Dispensability;Zscore_Cutoff;Diagnosis_Blood
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;Suberic acid;HMDB00893;http://www.hmdb.ca/metabolites/HMDB00893;174.1944;Yes;"Ethyladipic acid; 2,4-Dimethyladipic acid; 3-Methylpimelic acid";Urine;1;Increase;1;Critical;5;5;5;Indispensable;2.0;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;3-Hydroxytetradecanedioic acid;HMDB00394;http://www.hmdb.ca/metabolites/HMDB004394;274.3532;No;NA;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;3-Hydroxydodecanedioic acid;HMDB00413;http://www.hmdb.ca/metabolites/HMDB00413;246.3001;Yes;Dibutyl malate;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;3-Hydroxysebacic acid;HMDB00350;http://www.hmdb.ca/metabolites/HMDB00350;218.249;Yes;5-Hydroxysebacate;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;3-Hydroxyadipic acid;HMDB00345;http://www.hmdb.ca/metabolites/HMDB00345;162.1406;Yes;"3-Hydroxymethylglutaric acid; 2-Hydroxyadipic acid; 2(R)-Hydroxyadipic acid; Levoglucosan; Diethyl dicarbonate; D-1,5-Anhydrofructose; 2-Hydroxy-2-ethylsuccinic acid; D-1-Deoxy-erythro-hexo-2,3-diulose";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;Hydroxybutyrylcarnitine;HMDB13127;http://www.hmdb.ca/metabolites/HMDB13127;247.2881;No;NA;Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;3-Hydroxybutyric acid;HMDB00357;http://www.hmdb.ca/metabolites/HMDB00357;104.1045;Yes;"2-Hydroxybutyric acid; 4-Hydroxybutyric acid; 2-Methyl-3-Hydroxypropanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;Sebacic acid;HMDB00792;http://www.hmdb.ca/metabolites/HMDB00792;202.2475;Yes;"2-Ethylsuberic acid; Heptylmalonic acid; 3-Methylazelaic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;Adipic acid;HMDB00448;http://www.hmdb.ca/metabolites/HMDB00448;146.1412;Yes;"Methylglutaric acid; 2-Methylglutaric acid; Monomethylglutaric acid; 2,2-Dimethylsuccinic acid; Solerol; 2-Aceto-2-hydroxybutanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;2-Hydroxyhexadecanoylcarnitine;HMDB13337;http://www.hmdb.ca/metabolites/HMDB13337;415.6071;Yes;3-Hydroxyhexadecanoylcarnitine;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;1.5;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;3-Hydroxy-9-hexadecenoylcarnitine;HMDB13333;http://www.hmdb.ca/metabolites/HMDB13333;413.5912;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;3-Hydroxy-11Z-octadecenoylcarnitine;HMDB13339;http://www.hmdb.ca/metabolites/HMDB13339;441.6444;Yes;3-Hydroxy-9Z-octadecenoylcarnitine;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;12-Hydroxy-12-octadecanoylcarnitine;HMDB13154;http://www.hmdb.ca/metabolites/HMDB13154;443.6603;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;3-Hydroxybutyric acid;HMDB00357;http://www.hmdb.ca/metabolites/HMDB00357;104.1045;Yes;"2-Hydroxybutyric acid; 4-Hydroxybutyric acid; 2-Methyl-3-Hydroxypropanoic acid";Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;3-Hydroxy-cis-5-tetradecenoylcarnitine;HMDB13330;http://www.hmdb.ca/metabolites/HMDB13330;385.5381;No;NA;Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;3-Hydroxyadipic acid;HMDB00345;http://www.hmdb.ca/metabolites/HMDB00345;162.1406;Yes;"2-Hydroxyadipic acid; 3-Hydroxymethylglutaric acid; 2-Hydroxy-2-ethylsuccinic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;3-Hydroxysuberic acid;HMDB00325;http://www.hmdb.ca/metabolites/HMDB00325;190.1938;No;NA;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Long-chain hydroxyacyl-CoA dehydrogenase deficiency or Mitochondrial trifunctional protein deficiency;"609016; 609015";https://omim.org/entry/609016;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:609016;"HADHA; HADHB";Enzyme;Estimated 1:20,000-1:250,000;No possible artefacts to report;3-Hydroxysebacic acid;HMDB00350;http://www.hmdb.ca/metabolites/HMDB00350;218.2469;Yes;2-Hydroxydecanedioic acid;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;L-Octanoylcarnitine;HMDB00791;http://www.hmdb.ca/metabolites/HMDB00791;287.3951;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;MCAD-DiagRatio-C8/C10;HMDB0AC07;http://www.hmdb.ca/metabolites/HMDB0AC07;NA_Ratio_0AC07;Yes;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;Hexanoylcarnitine;HMDB00705;http://www.hmdb.ca/metabolites/HMDB00705;259.3419;Yes;L-Hexanoylcarnitine;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;MCAD-DiagRatio-C8/C2;HMDB0AC04;http://www.hmdb.ca/metabolites/HMDB0AC04;NA_Ratio_0AC04;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;Hexanoylglycine;HMDB00701;http://www.hmdb.ca/metabolites/HMDB00701;173.2096;Yes;"Isovalerylalanine; Isovalerylsarcosine; N-Acetylleucine";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;9-Decenoylcarnitine;HMDB13205;http://www.hmdb.ca/metabolites/HMDB13205;313.4323;No;NA;Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;Adipic acid;HMDB00448;http://www.hmdb.ca/metabolites/HMDB00448;146.1412;Yes;"Methylglutaric acid; 2-Methylglutaric acid; Monomethylglutaric acid; 2,2-Dimethylsuccinic acid; Solerol; 2-Aceto-2-hydroxybutanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;Suberic acid;HMDB00893;http://www.hmdb.ca/metabolites/HMDB00893;174.1944;Yes;"Ethyladipic acid; 2,4-Dimethyladipic acid; 3-Methylpimelic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;Sebacic acid;HMDB00792;http://www.hmdb.ca/metabolites/HMDB00792;202.2475;Yes;"2-Ethylsuberic acid; Heptylmalonic acid; 3-Methylazelaic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;Phenylpropionylglycine;HMDB00860;http://www.hmdb.ca/metabolites/HMDB00860;207.2258;Yes;"N-Acetyl-L-phenylalanine; 3-Phenylpropionylglycine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Medium-chain acyl-CoA dehydrogenase deficiency;201450;https://omim.org/entry/201450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201450;ACADM;Enzyme;Estimated 1:14.600;No possible artefacts to report;Suberylglycine;HMDB00953;http://www.hmdb.ca/metabolites/HMDB00953;231.2457;Yes;Isovalerylglutamic acid;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Short-chain acyl-CoA dehydrogenase deficiency;201470;https://omim.org/entry/201470;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201470;ACADS;Enzyme;Estimated 1:50,000;No possible artefacts to report;Isobutyryl-L-carnitine;HMDB00736;http://www.hmdb.ca/metabolites/HMDB00736;231.292;Yes;Butyrylcarnitine;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Short-chain acyl-CoA dehydrogenase deficiency;201470;https://omim.org/entry/201470;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201470;ACADS;Enzyme;Estimated 1:50,000;No possible artefacts to report;Isobutyryl-L-carnitine;HMDB00736;http://www.hmdb.ca/metabolites/HMDB00736;231.292;Yes;Butyrylcarnitine;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Short-chain acyl-CoA dehydrogenase deficiency;201470;https://omim.org/entry/201470;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201470;ACADS;Enzyme;Estimated 1:50,000;No possible artefacts to report;Methylsuccinic acid;HMDB01844;http://www.hmdb.ca/metabolites/HMDB01844;132.1146;Yes;"Monoethyl malonic acid; Dimethylmalonic acid; Ethylmalonic acid; Glutaric acid; 2-Acetolactate";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Short-chain acyl-CoA dehydrogenase deficiency;201470;https://omim.org/entry/201470;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201470;ACADS;Enzyme;Estimated 1:50,000;No possible artefacts to report;Ethylmalonic acid;HMDB00622;http://www.hmdb.ca/metabolites/HMDB00622;132.1146;Yes;"Monoethyl malonic acid; Dimethylmalonic acid; Glutaric acid; Methylsuccinic acid; 2-Acetolactate";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Short-chain acyl-CoA dehydrogenase deficiency;201470;https://omim.org/entry/201470;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201470;ACADS;Enzyme;Estimated 1:50,000;No possible artefacts to report;Adipic acid;HMDB00448;http://www.hmdb.ca/metabolites/HMDB00448;146.1412;Yes;"Methylglutaric acid; 2-Methylglutaric acid; Monomethylglutaric acid; 2,2-Dimethylsuccinic acid; Solerol; 2-Aceto-2-hydroxybutanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Short-chain acyl-CoA dehydrogenase deficiency;201470;https://omim.org/entry/201470;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201470;ACADS;Enzyme;Estimated 1:50,000;No possible artefacts to report;Hexanoylglycine;HMDB00701;http://www.hmdb.ca/metabolites/HMDB00701;173.2096;Yes;"Isovalerylalanine; Isovalerylsarcosine; N-Acetylleucine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Very long-chain acyl-CoA dehydrogenase deficiency;201475;https://omim.org/entry/201475;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201475;ACADVL;Enzyme;Estimated 1:50,000;No possible artefacts to report;cis-5-Tetradecenoylcarnitine;HMDB02014;http://www.hmdb.ca/metabolites/HMDB02014;369.5387;Yes;trans-2-Tetradecenoylcarnitine;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;1.5;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Very long-chain acyl-CoA dehydrogenase deficiency;201475;https://omim.org/entry/201475;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201475;ACADVL;Enzyme;Estimated 1:50,000;No possible artefacts to report;Tetradecanoylcarnitine;HMDB05066;http://www.hmdb.ca/metabolites/HMDB05066;371.5545;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Very long-chain acyl-CoA dehydrogenase deficiency;201475;https://omim.org/entry/201475;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201475;ACADVL;Enzyme;Estimated 1:50,000;No possible artefacts to report;VLCAD-DiagRatio-C14:1/C2;HMDB0AC03;http://www.hmdb.ca/metabolites/HMDB0AC03;NA_Ratio_0AC03;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;Very long-chain acyl-CoA dehydrogenase deficiency;201475;https://omim.org/entry/201475;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:201475;ACADVL;Enzyme;Estimated 1:50,000;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
